Datum,Temperatur,Humidity
2021-03-04 11:00:01,25.6,38.5
2021-03-04 11:01:01,25.6,38.6
2021-03-04 11:02:02,25.6,38.2
2021-03-04 11:03:02,25.7,38.0
2021-03-04 11:04:01,25.7,38.9
2021-03-04 11:05:01,25.8,38.2
2021-03-04 11:06:01,25.8,38.6
2021-03-04 11:07:01,25.8,37.9
2021-03-04 11:08:01,25.8,40.2
2021-03-04 11:09:02,25.8,38.4
2021-03-04 11:10:02,25.8,37.5
2021-03-04 11:11:01,25.9,37.4
2021-03-04 11:12:01,25.8,37.3
2021-03-04 11:13:01,25.9,37.5
2021-03-04 11:14:01,25.9,37.5
2021-03-04 11:15:05,25.8,37.4
2021-03-04 11:16:01,25.8,37.4
2021-03-04 11:17:01,25.8,37.4
2021-03-04 11:18:01,25.8,37.4
2021-03-04 11:19:01,25.8,37.5
2021-03-04 11:20:01,25.8,37.4
2021-03-04 11:21:02,25.8,37.4
2021-03-04 11:22:02,25.8,37.4
2021-03-04 11:23:01,25.8,37.9
2021-03-04 11:24:01,25.8,37.5
2021-03-04 11:25:01,25.8,37.4
2021-03-04 11:26:01,25.8,38.8
2021-03-04 11:27:01,25.8,37.3
2021-03-04 11:28:02,25.8,37.3
2021-03-04 11:29:02,25.8,37.4
2021-03-04 11:30:01,25.8,37.4
2021-03-04 11:31:01,25.7,37.3
2021-03-04 11:32:01,25.7,38.1
2021-03-04 11:33:01,25.7,37.4
2021-03-04 11:34:01,25.7,37.5
2021-03-04 11:35:02,25.7,37.9
2021-03-04 11:36:02,25.7,37.5
2021-03-04 11:37:01,25.7,37.6
2021-03-04 11:38:01,25.7,37.7
2021-03-04 11:39:01,25.7,38.1
2021-03-04 11:40:01,25.7,39.5
2021-03-04 11:41:01,25.6,41.4
2021-03-04 11:42:02,25.6,38.7
2021-03-04 11:43:02,25.6,37.6
2021-03-04 11:44:01,25.6,37.7
2021-03-04 11:45:01,25.6,37.7
2021-03-04 11:46:01,25.7,37.6
2021-03-04 11:47:01,25.7,37.6
2021-03-04 11:48:02,25.7,37.5
2021-03-04 11:49:02,25.7,37.5
2021-03-04 11:50:01,25.7,37.5
2021-03-04 11:51:01,25.7,37.5
2021-03-04 11:52:01,25.7,37.4
2021-03-04 11:53:01,25.7,37.6
2021-03-04 11:54:01,25.7,37.7
2021-03-04 11:55:02,25.7,38.1
2021-03-04 11:56:02,25.7,37.4
2021-03-04 11:57:01,25.7,37.5
2021-03-04 11:58:01,25.6,37.3
2021-03-04 11:59:01,25.6,38.3
2021-03-04 12:00:01,25.7,37.3
2021-03-04 12:01:01,25.7,37.4
2021-03-04 12:02:01,25.7,38.2
2021-03-04 12:03:02,25.7,37.3
2021-03-04 12:04:02,25.6,37.8
2021-03-04 12:05:01,25.6,38.6
2021-03-04 12:06:01,25.6,39.0
2021-03-04 12:07:01,25.5,39.4
2021-03-04 12:08:01,25.5,39.5
2021-03-04 12:09:02,25.4,39.5
2021-03-04 12:10:02,25.3,39.6
2021-03-04 12:11:02,25.4,39.7
2021-03-04 12:12:01,25.3,39.8
2021-03-04 12:13:01,25.3,40.0
2021-03-04 12:14:01,25.3,40.8
2021-03-04 12:15:01,25.3,39.6
2021-03-04 12:16:01,25.4,39.6
2021-03-04 12:17:02,25.4,39.5
2021-03-04 12:18:02,25.4,39.8
2021-03-04 12:19:01,25.4,39.3
2021-03-04 12:20:01,25.4,41.5
2021-03-04 12:21:01,25.5,39.2
2021-03-04 12:22:01,25.5,39.4
2021-03-04 12:23:01,25.5,40.4
2021-03-04 12:24:02,25.5,39.1
2021-03-04 12:25:02,25.6,39.2
2021-03-04 12:26:01,25.6,39.7
2021-03-04 12:27:01,25.6,39.2
2021-03-04 12:28:01,25.6,39.2
2021-03-04 12:29:01,25.6,39.1
2021-03-04 12:30:02,25.5,39.1
2021-03-04 12:31:02,25.5,39.0
2021-03-04 12:32:01,25.5,39.0
2021-03-04 12:33:01,25.5,39.1
2021-03-04 12:34:01,25.6,39.0
2021-03-04 12:35:01,25.5,38.9
2021-03-04 12:36:01,25.5,42.0
2021-03-04 12:37:01,25.5,39.2
2021-03-04 12:38:02,25.5,39.1
2021-03-04 12:39:01,25.5,39.3
2021-03-04 12:40:01,25.6,39.4
2021-03-04 12:41:01,25.6,40.3
2021-03-04 12:42:01,25.6,38.9
2021-03-04 12:43:01,25.6,39.8
2021-03-04 12:44:02,25.7,39.3
2021-03-04 12:45:02,25.7,39.1
2021-03-04 12:46:01,25.7,39.0
2021-03-04 12:47:01,25.7,39.0
2021-03-04 12:48:01,25.6,39.1
2021-03-04 12:49:01,25.7,39.5
2021-03-04 12:50:01,25.7,39.9
2021-03-04 12:51:02,25.7,38.9
2021-03-04 12:52:02,25.8,38.8
2021-03-04 12:53:01,25.8,38.8
2021-03-04 12:54:01,25.7,38.7
2021-03-04 12:55:01,25.8,39.0
2021-03-04 12:56:01,25.8,38.5
2021-03-04 12:57:01,25.8,38.9
2021-03-04 12:58:02,25.8,39.1
2021-03-04 12:59:02,25.8,38.6
2021-03-04 13:00:01,25.8,40.3
2021-03-04 13:01:01,25.8,38.9
2021-03-04 13:02:01,25.8,38.6
2021-03-04 13:03:01,25.8,38.7
2021-03-04 13:04:01,25.8,38.8
2021-03-04 13:05:02,25.9,38.7
2021-03-04 13:06:02,25.9,39.1
2021-03-04 13:07:01,25.9,38.9
2021-03-04 13:08:01,25.9,38.7
2021-03-04 13:09:01,25.9,38.6
2021-03-04 13:10:01,25.9,38.7
2021-03-04 13:11:01,25.9,38.6
2021-03-04 13:12:02,25.9,39.0
2021-03-04 13:13:02,25.9,38.8
2021-03-04 13:14:01,25.9,40.2
2021-03-04 13:15:01,25.9,38.6
2021-03-04 13:16:01,25.9,40.4
2021-03-04 13:17:01,25.9,39.3
2021-03-04 13:18:01,25.9,38.6
2021-03-04 13:19:02,25.9,38.8
2021-03-04 13:20:02,25.9,38.7
2021-03-04 13:21:01,25.9,38.8
2021-03-04 13:22:01,26.0,38.8
2021-03-04 13:23:01,26.0,38.6
2021-03-04 13:24:01,26.0,38.7
2021-03-04 13:25:02,26.0,39.5
2021-03-04 13:26:02,26.0,38.6
2021-03-04 13:27:02,26.0,38.6
2021-03-04 13:28:01,26.0,38.6
2021-03-04 13:29:01,26.0,38.7
2021-03-04 13:30:01,26.0,38.6
2021-03-04 13:31:01,26.0,38.6
2021-03-04 13:32:01,26.0,38.6
2021-03-04 13:33:02,26.0,38.6
2021-03-04 13:34:02,26.1,38.8
2021-03-04 13:35:01,26.1,39.0
2021-03-04 13:36:01,26.1,40.9
2021-03-04 13:37:01,26.1,38.5
2021-03-04 13:38:01,26.1,38.5
2021-03-04 13:39:02,26.1,38.8
2021-03-04 13:40:02,26.1,38.6
2021-03-04 13:41:02,26.1,38.6
2021-03-04 13:42:01,26.1,39.6
2021-03-04 13:43:01,26.3,38.4
2021-03-04 13:44:01,26.4,41.1
2021-03-04 13:45:01,26.5,38.0
2021-03-04 13:46:01,26.6,38.0
2021-03-04 13:47:02,26.6,37.9
2021-03-04 13:48:02,26.7,37.8
2021-03-04 13:49:01,26.7,37.6
2021-03-04 13:50:01,26.7,37.7
2021-03-04 13:51:01,26.7,37.5
2021-03-04 13:52:01,26.6,39.9
2021-03-04 13:53:02,26.7,37.3
2021-03-04 13:54:02,26.7,38.0
2021-03-04 13:55:01,26.8,37.2
2021-03-04 13:56:01,26.9,37.7
2021-03-04 13:57:01,26.9,37.4
2021-03-04 13:58:01,26.9,37.2
2021-03-04 13:59:01,26.9,37.3
2021-03-04 14:00:01,26.9,37.1
2021-03-04 14:01:02,26.9,37.6
2021-03-04 14:02:02,26.9,37.1
2021-03-04 14:03:01,26.9,37.2
2021-03-04 14:04:01,26.9,37.2
2021-03-04 14:05:01,26.9,37.3
2021-03-04 14:06:01,26.9,37.3
2021-03-04 14:07:02,26.9,37.3
2021-03-04 14:08:02,26.9,37.5
2021-03-04 14:09:01,26.9,37.3
2021-03-04 14:10:01,26.9,37.2
2021-03-04 14:11:01,26.9,37.7
2021-03-04 14:12:01,26.9,37.2
2021-03-04 14:13:02,26.8,37.0
2021-03-04 14:14:02,26.8,37.3
2021-03-04 14:15:02,26.8,38.2
2021-03-04 14:16:01,26.9,37.2
2021-03-04 14:17:01,26.9,37.3
2021-03-04 14:18:01,26.9,37.3
2021-03-04 14:19:01,26.9,39.5
2021-03-04 14:20:01,26.9,37.5
2021-03-04 14:21:02,26.9,37.5
2021-03-04 14:22:02,26.9,37.3
2021-03-04 14:23:01,26.9,37.3
2021-03-04 14:24:01,26.9,37.4
2021-03-04 14:25:04,26.9,37.5
2021-03-04 14:26:02,26.9,37.5
2021-03-04 14:27:02,26.9,37.5
2021-03-04 14:28:02,26.9,37.4
2021-03-04 14:29:01,26.9,37.7
2021-03-04 14:30:01,26.9,37.6
2021-03-04 14:31:01,26.9,37.7
2021-03-04 14:32:01,26.9,37.5
2021-03-04 14:33:01,26.9,37.3
2021-03-04 14:34:02,26.9,37.4
2021-03-04 14:35:02,26.9,37.5
2021-03-04 14:36:02,26.9,37.4
2021-03-04 14:37:01,26.9,37.4
2021-03-04 14:38:01,27.0,38.4
2021-03-04 14:39:01,26.9,37.4
2021-03-04 14:40:01,27.0,37.4
2021-03-04 14:41:01,27.0,37.8
2021-03-04 14:42:01,27.0,37.3
2021-03-04 14:43:02,27.0,37.3
2021-03-04 14:44:02,27.0,37.3
2021-03-04 14:45:01,27.0,37.3
2021-03-04 14:46:01,27.0,37.2
2021-03-04 14:47:01,27.1,37.3
2021-03-04 14:48:01,27.0,37.2
2021-03-04 14:49:01,27.1,37.3
2021-03-04 14:50:01,27.0,37.2
2021-03-04 14:51:05,27.0,37.3
2021-03-04 14:52:01,27.0,37.3
2021-03-04 14:53:01,27.0,37.3
2021-03-04 14:54:01,27.0,37.3
2021-03-04 14:55:01,27.1,37.2
2021-03-04 14:56:02,27.1,37.3
2021-03-04 14:57:02,27.1,37.3
2021-03-04 14:58:05,27.1,37.2
2021-03-04 14:59:01,27.1,37.2
2021-03-04 15:00:01,27.1,37.1
2021-03-04 15:01:01,27.1,37.2
2021-03-04 15:02:02,27.1,37.1
2021-03-04 15:03:02,27.1,37.1
2021-03-04 15:04:01,27.1,37.2
2021-03-04 15:05:01,27.1,37.2
2021-03-04 15:06:01,27.1,37.2
2021-03-04 15:07:01,27.1,37.3
2021-03-04 15:08:01,27.1,37.2
2021-03-04 15:09:01,27.1,37.2
2021-03-04 15:10:02,27.1,37.2
2021-03-04 15:11:02,27.1,37.2
2021-03-04 15:12:01,27.1,37.3
2021-03-04 15:13:01,27.0,37.2
2021-03-04 15:14:01,27.1,37.6
2021-03-04 15:15:01,27.1,37.3
2021-03-04 15:16:01,27.1,37.3
2021-03-04 15:17:02,27.0,37.2
2021-03-04 15:18:02,27.1,37.3
2021-03-04 15:19:01,27.1,37.2
2021-03-04 15:20:01,27.1,37.2
2021-03-04 15:21:01,27.1,37.3
2021-03-04 15:22:01,27.1,37.3
2021-03-04 15:23:01,27.1,37.3
2021-03-04 15:24:02,27.1,37.3
2021-03-04 15:25:02,27.1,39.0
2021-03-04 15:26:01,27.1,37.3
2021-03-04 15:27:01,27.1,37.3
2021-03-04 15:28:01,27.0,40.2
2021-03-04 15:29:01,27.1,37.3
2021-03-04 15:30:01,27.1,37.7
2021-03-04 15:31:02,27.1,39.8
2021-03-04 15:32:02,27.1,37.4
2021-03-04 15:33:02,27.1,37.4
2021-03-04 15:34:01,27.1,37.4
2021-03-04 15:35:01,27.1,37.4
2021-03-04 15:36:01,27.1,37.5
2021-03-04 15:37:01,27.1,40.3
2021-03-04 15:38:02,27.1,37.5
2021-03-04 15:39:02,27.2,37.6
2021-03-04 15:40:02,27.1,38.3
2021-03-04 15:41:01,27.2,37.6
2021-03-04 15:42:01,27.1,37.5
2021-03-04 15:43:01,27.1,37.5
2021-03-04 15:44:01,27.1,37.5
2021-03-04 15:45:01,27.1,37.5
2021-03-04 15:46:02,27.2,37.5
2021-03-04 15:47:02,27.2,37.4
2021-03-04 15:48:01,27.2,37.3
2021-03-04 15:49:01,27.2,37.3
2021-03-04 15:50:01,27.2,37.3
2021-03-04 15:51:01,27.2,37.6
2021-03-04 15:52:01,27.2,37.2
2021-03-04 15:53:02,27.2,37.3
2021-03-04 15:54:02,27.2,37.2
2021-03-04 15:55:01,27.2,37.1
2021-03-04 15:56:01,27.3,37.2
2021-03-04 15:57:01,27.3,37.2
2021-03-04 15:58:01,27.3,37.1
2021-03-04 15:59:01,27.3,38.5
2021-03-04 16:00:02,27.3,37.1
2021-03-04 16:01:02,27.3,37.0
2021-03-04 16:02:02,27.3,37.0
2021-03-04 16:03:01,27.3,37.0
2021-03-04 16:04:01,27.3,37.0
2021-03-04 16:05:01,27.3,37.0
2021-03-04 16:06:01,27.4,37.1
2021-03-04 16:07:01,27.4,37.4
2021-03-04 16:08:02,27.4,37.1
2021-03-04 16:09:02,27.4,37.1
2021-03-04 16:10:02,27.4,37.0
2021-03-04 16:11:01,27.4,37.0
2021-03-04 16:12:01,27.4,37.0
2021-03-04 16:13:01,27.4,37.1
2021-03-04 16:14:01,27.4,37.1
2021-03-04 16:15:01,27.4,37.1
2021-03-04 16:16:02,27.4,37.0
2021-03-04 16:17:02,27.4,37.1
2021-03-04 16:18:02,27.4,37.1
2021-03-04 16:19:01,27.3,37.1
2021-03-04 16:20:01,27.4,37.1
2021-03-04 16:21:01,27.3,37.1
2021-03-04 16:22:01,27.4,37.1
2021-03-04 16:23:01,27.3,37.1
2021-03-04 16:24:02,27.3,37.1
2021-03-04 16:25:02,27.3,37.1
2021-03-04 16:26:01,27.3,37.2
2021-03-04 16:27:01,27.3,37.1
2021-03-04 16:28:01,27.3,37.2
2021-03-04 16:29:01,27.4,37.3
2021-03-04 16:30:02,27.3,37.3
2021-03-04 16:31:02,27.3,37.2
2021-03-04 16:32:02,27.3,37.2
2021-03-04 16:33:01,27.4,37.3
2021-03-04 16:34:01,27.3,37.3
2021-03-04 16:35:01,27.4,37.3
2021-03-04 16:36:01,27.4,37.3
2021-03-04 16:37:01,27.3,37.3
2021-03-04 16:38:02,27.3,37.2
2021-03-04 16:39:02,27.3,41.9
2021-03-04 16:40:02,27.3,38.4
2021-03-04 16:41:01,27.3,37.2
2021-03-04 16:42:01,27.3,37.3
2021-03-04 16:43:01,27.2,37.2
2021-03-04 16:44:01,27.2,37.2
2021-03-04 16:45:01,27.2,37.3
2021-03-04 16:46:02,27.1,37.2
2021-03-04 16:47:02,27.1,37.2
2021-03-04 16:48:02,27.1,37.2
2021-03-04 16:49:01,27.1,37.2
2021-03-04 16:50:01,27.0,37.1
2021-03-04 16:51:01,27.0,37.2
2021-03-04 16:52:01,27.0,37.2
2021-03-04 16:53:02,27.0,37.2
2021-03-04 16:54:02,27.0,37.2
2021-03-04 16:55:08,26.9,37.2
2021-03-04 16:56:01,26.9,37.2
2021-03-04 16:57:01,26.9,37.2
2021-03-04 16:58:02,26.9,37.2
2021-03-04 16:59:02,26.9,37.3
2021-03-04 17:00:01,26.8,37.2
2021-03-04 17:01:01,26.8,37.2
2021-03-04 17:02:01,26.9,37.3
2021-03-04 17:03:01,26.8,37.3
2021-03-04 17:04:01,26.7,37.2
2021-03-04 17:05:02,26.7,37.2
2021-03-04 17:06:02,26.7,37.2
2021-03-04 17:07:02,26.7,37.3
2021-03-04 17:08:01,26.7,37.3
2021-03-04 17:09:01,26.7,37.3
2021-03-04 17:10:01,26.6,37.3
2021-03-04 17:11:01,26.6,37.3
2021-03-04 17:12:01,26.6,37.3
2021-03-04 17:13:02,26.6,37.3
2021-03-04 17:14:02,26.6,37.4
2021-03-04 17:15:04,26.5,37.3
2021-03-04 17:16:01,26.5,37.4
2021-03-04 17:17:01,26.5,37.4
2021-03-04 17:18:01,26.5,37.4
2021-03-04 17:19:02,26.4,37.4
2021-03-04 17:20:02,26.4,37.4
2021-03-04 17:21:01,26.4,37.4
2021-03-04 17:22:01,26.4,37.4
2021-03-04 17:23:01,26.4,37.5
2021-03-04 17:24:01,26.3,37.5
2021-03-04 17:25:01,26.3,37.5
2021-03-04 17:26:02,26.3,37.5
2021-03-04 17:27:02,26.3,37.5
2021-03-04 17:28:02,26.3,37.5
2021-03-04 17:29:01,26.2,37.5
2021-03-04 17:30:01,26.3,37.5
2021-03-04 17:31:01,26.2,37.5
2021-03-04 17:32:01,26.2,37.5
2021-03-04 17:33:01,26.2,37.6
2021-03-04 17:34:02,26.2,37.6
2021-03-04 17:35:02,26.2,37.6
2021-03-04 17:36:02,26.2,37.6
2021-03-04 17:37:01,26.1,37.6
2021-03-04 17:38:01,26.1,37.6
2021-03-04 17:39:01,26.1,37.6
2021-03-04 17:40:01,26.1,37.6
2021-03-04 17:41:01,26.1,37.6
2021-03-04 17:42:02,26.1,37.6
2021-03-04 17:43:02,26.0,37.6
2021-03-04 17:44:04,26.0,37.6
2021-03-04 17:45:01,26.0,37.6
2021-03-04 17:46:01,26.0,37.6
2021-03-04 17:47:01,26.0,37.6
2021-03-04 17:48:02,26.0,37.6
2021-03-04 17:49:02,26.0,37.6
2021-03-04 17:50:01,26.0,37.6
2021-03-04 17:51:01,26.0,37.6
2021-03-04 17:52:01,26.0,37.7
2021-03-04 17:53:01,26.0,37.7
2021-03-04 17:54:01,26.0,37.7
2021-03-04 17:55:02,25.9,37.6
2021-03-04 17:56:02,25.9,37.6
2021-03-04 17:57:02,25.9,37.7
2021-03-04 17:58:01,25.9,37.6
2021-03-04 17:59:01,25.9,37.7
2021-03-04 18:00:01,25.8,37.6
2021-03-04 18:01:01,25.9,37.7
2021-03-04 18:02:01,25.9,37.7
2021-03-04 18:03:02,25.8,37.6
2021-03-04 18:04:02,25.8,37.6
2021-03-04 18:05:04,25.8,37.6
2021-03-04 18:06:01,25.8,37.6
2021-03-04 18:07:01,25.8,37.6
2021-03-04 18:08:01,25.8,37.6
2021-03-04 18:09:02,25.7,37.5
2021-03-04 18:10:02,25.8,37.6
2021-03-04 18:11:01,25.8,38.4
2021-03-04 18:12:01,25.9,41.2
2021-03-04 18:13:01,26.0,40.5
2021-03-04 18:14:01,25.8,39.9
2021-03-04 18:15:01,25.8,40.0
2021-03-04 18:16:02,25.8,40.7
2021-03-04 18:17:02,25.8,40.0
2021-03-04 18:18:02,25.9,39.9
2021-03-04 18:19:01,26.0,39.9
2021-03-04 18:20:01,26.1,40.7
2021-03-04 18:21:01,26.2,39.5
2021-03-04 18:22:01,26.2,39.4
2021-03-04 18:23:01,26.3,40.3
2021-03-04 18:24:02,26.3,39.2
2021-03-04 18:25:02,26.3,39.3
2021-03-04 18:26:01,26.2,38.9
2021-03-04 18:27:01,26.3,39.3
2021-03-04 18:28:01,26.4,39.7
2021-03-04 18:29:05,26.7,39.0
2021-03-04 18:30:02,26.6,38.7
2021-03-04 18:31:01,26.8,39.3
2021-03-04 18:32:01,26.9,39.1
2021-03-04 18:33:01,27.0,38.9
2021-03-04 18:34:01,27.1,38.2
2021-03-04 18:35:01,27.2,38.8
2021-03-04 18:36:02,27.2,37.9
2021-03-04 18:37:02,27.2,37.4
2021-03-04 18:38:02,27.2,37.5
2021-03-04 18:39:01,27.2,37.6
2021-03-04 18:40:01,27.1,37.6
2021-03-04 18:41:01,27.2,37.6
2021-03-04 18:42:01,27.1,37.4
2021-03-04 18:43:01,27.1,37.4
2021-03-04 18:44:02,27.1,37.5
2021-03-04 18:45:02,27.1,37.6
2021-03-04 18:46:01,27.1,37.4
2021-03-04 18:47:01,27.1,37.7
2021-03-04 18:48:01,27.2,37.7
2021-03-04 18:49:01,27.2,37.3
2021-03-04 18:50:01,27.2,37.5
2021-03-04 18:51:02,27.3,37.6
2021-03-04 18:52:02,27.2,37.0
2021-03-04 18:53:02,27.2,37.1
2021-03-04 18:54:01,27.2,37.3
2021-03-04 18:55:01,27.2,37.0
2021-03-04 18:56:01,27.2,37.1
2021-03-04 18:57:01,27.3,37.4
2021-03-04 18:58:01,27.3,37.2
2021-03-04 18:59:02,27.3,37.0
2021-03-04 19:00:02,27.3,36.9
2021-03-04 19:01:04,27.3,37.0
2021-03-04 19:02:01,27.2,37.0
2021-03-04 19:03:01,27.2,36.8
2021-03-04 19:04:01,27.2,36.8
2021-03-04 19:05:02,27.2,37.0
2021-03-04 19:06:02,27.2,36.9
2021-03-04 19:07:01,27.2,36.9
2021-03-04 19:08:01,27.2,36.9
2021-03-04 19:09:01,27.2,36.8
2021-03-04 19:10:01,27.2,36.9
2021-03-04 19:11:02,27.2,37.5
2021-03-04 19:12:02,27.2,37.1
2021-03-04 19:13:02,27.2,38.7
2021-03-04 19:14:01,27.2,37.1
2021-03-04 19:15:01,27.2,36.9
2021-03-04 19:16:01,27.2,37.1
2021-03-04 19:17:01,27.2,37.1
2021-03-04 19:18:02,27.2,37.0
2021-03-04 19:19:02,27.2,37.4
2021-03-04 19:20:01,27.2,37.1
2021-03-04 19:21:01,27.2,37.2
2021-03-04 19:22:01,27.2,36.9
2021-03-04 19:23:01,27.2,37.0
2021-03-04 19:24:01,27.2,37.2
2021-03-04 19:25:02,27.2,37.1
2021-03-04 19:26:02,27.2,37.2
2021-03-04 19:27:01,27.2,37.4
2021-03-04 19:28:01,27.2,37.1
2021-03-04 19:29:01,27.2,37.2
2021-03-04 19:30:01,27.3,37.3
2021-03-04 19:31:02,27.3,36.9
2021-03-04 19:32:02,27.3,36.8
2021-03-04 19:33:01,27.3,36.9
2021-03-04 19:34:01,27.3,36.9
2021-03-04 19:35:01,27.4,36.9
2021-03-04 19:36:01,27.4,36.6
2021-03-04 19:37:02,27.3,36.5
2021-03-04 19:38:02,27.4,36.4
2021-03-04 19:39:01,27.3,36.4
2021-03-04 19:40:01,27.3,36.4
2021-03-04 19:41:01,27.3,36.4
2021-03-04 19:42:01,27.3,36.4
2021-03-04 19:43:02,27.3,36.4
2021-03-04 19:44:02,27.3,36.4
2021-03-04 19:45:01,27.3,36.4
2021-03-04 19:46:01,27.3,36.4
2021-03-04 19:47:01,27.3,36.4
2021-03-04 19:48:01,27.3,36.4
2021-03-04 19:49:01,27.3,36.4
2021-03-04 19:50:02,27.3,36.4
2021-03-04 19:51:02,27.3,36.3
2021-03-04 19:52:01,27.3,36.4
2021-03-04 19:53:04,27.2,36.3
2021-03-04 19:54:02,27.2,36.3
2021-03-04 19:55:02,27.2,36.3
2021-03-04 19:56:01,27.2,36.3
2021-03-04 19:57:01,27.2,36.3
2021-03-04 19:58:01,27.2,36.3
2021-03-04 19:59:01,27.2,36.3
2021-03-04 20:00:01,27.2,36.3
2021-03-04 20:01:02,27.1,36.3
2021-03-04 20:02:02,27.1,36.5
2021-03-04 20:03:01,27.0,36.4
2021-03-04 20:04:01,27.0,36.3
2021-03-04 20:05:01,27.0,36.4
2021-03-04 20:06:01,27.0,36.4
2021-03-04 20:07:02,27.0,36.4
2021-03-04 20:08:02,27.0,36.4
2021-03-04 20:09:01,27.1,37.1
2021-03-04 20:10:01,27.0,36.8
2021-03-04 20:11:04,27.0,36.9
2021-03-04 20:12:02,27.0,37.1
2021-03-04 20:13:02,27.0,36.8
2021-03-04 20:14:01,27.0,36.8
2021-03-04 20:15:01,26.9,37.1
2021-03-04 20:16:01,26.9,37.7
2021-03-04 20:17:01,26.7,37.4
2021-03-04 20:18:01,26.7,37.5
2021-03-04 20:19:01,26.7,37.6
2021-03-04 20:20:02,26.7,37.7
2021-03-04 20:21:02,26.7,37.7
2021-03-04 20:22:01,26.7,37.8
2021-03-04 20:23:01,26.7,37.7
2021-03-04 20:24:01,26.7,37.7
2021-03-04 20:25:01,26.7,37.6
2021-03-04 20:26:01,26.8,38.0
2021-03-04 20:27:02,26.8,37.7
2021-03-04 20:28:02,26.8,36.6
2021-03-04 20:29:02,26.9,37.8
2021-03-04 20:30:01,26.9,37.7
2021-03-04 20:31:01,26.9,37.8
2021-03-04 20:32:01,26.9,37.6
2021-03-04 20:33:01,26.9,37.6
2021-03-04 20:34:02,26.9,37.6
2021-03-04 20:35:02,27.0,37.7
2021-03-04 20:36:01,27.0,37.5
2021-03-04 20:37:01,27.0,37.5
2021-03-04 20:38:01,27.1,37.5
2021-03-04 20:39:01,27.1,37.5
2021-03-04 20:40:02,27.1,37.5
2021-03-04 20:41:02,27.2,37.5
2021-03-04 20:42:02,27.2,37.4
2021-03-04 20:43:01,27.2,37.4
2021-03-04 20:44:01,27.2,37.4
2021-03-04 20:45:01,27.2,37.4
2021-03-04 20:46:01,27.3,37.4
2021-03-04 20:47:02,27.3,37.4
2021-03-04 20:48:02,27.3,37.4
2021-03-04 20:49:01,27.3,37.4
2021-03-04 20:50:01,27.4,37.4
2021-03-04 20:51:01,27.4,37.4
2021-03-04 20:52:01,27.4,37.7
2021-03-04 20:53:02,27.4,37.5
2021-03-04 20:54:02,27.5,37.4
2021-03-04 20:55:01,27.5,37.3
2021-03-04 20:56:01,27.5,37.3
2021-03-04 20:57:01,27.5,37.3
2021-03-04 20:58:01,27.5,37.3
2021-03-04 20:59:01,27.5,37.3
2021-03-04 21:00:02,27.5,37.5
2021-03-04 21:01:02,27.5,37.3
2021-03-04 21:02:01,27.5,37.3
2021-03-04 21:03:01,27.6,37.3
2021-03-04 21:04:01,27.6,37.4
2021-03-04 21:05:01,27.6,37.4
2021-03-04 21:06:01,27.6,37.3
2021-03-04 21:07:02,27.6,37.4
2021-03-04 21:08:02,27.7,37.2
2021-03-04 21:09:04,27.7,37.2
2021-03-04 21:10:01,27.7,37.2
2021-03-04 21:11:01,27.8,37.1
2021-03-04 21:12:02,27.8,37.1
2021-03-04 21:13:02,27.8,37.1
2021-03-04 21:14:02,27.8,37.0
2021-03-04 21:15:01,27.9,37.0
2021-03-04 21:16:01,27.9,37.0
2021-03-04 21:17:01,27.9,37.0
2021-03-04 21:18:01,27.9,37.0
2021-03-04 21:19:02,27.9,36.9
2021-03-04 21:20:02,28.0,37.0
2021-03-04 21:21:02,28.0,37.0
2021-03-04 21:22:01,28.0,36.9
2021-03-04 21:23:01,28.0,37.0
2021-03-04 21:24:01,28.0,37.0
2021-03-04 21:25:01,28.0,37.1
2021-03-04 21:26:02,28.0,37.1
2021-03-04 21:27:02,28.0,37.0
2021-03-04 21:28:02,28.0,37.1
2021-03-04 21:29:01,28.0,37.0
2021-03-04 21:30:01,28.0,37.0
2021-03-04 21:31:01,28.0,37.0
2021-03-04 21:32:01,28.1,37.1
2021-03-04 21:33:02,28.0,36.9
2021-03-04 21:34:02,28.1,37.0
2021-03-04 21:35:01,28.0,36.9
2021-03-04 21:36:01,28.1,37.1
2021-03-04 21:37:01,28.1,36.9
2021-03-04 21:38:01,28.2,36.9
2021-03-04 21:39:02,28.2,36.9
2021-03-04 21:40:02,28.2,36.8
2021-03-04 21:41:01,28.2,36.8
2021-03-04 21:42:01,28.2,36.8
2021-03-04 21:43:01,28.2,36.8
2021-03-04 21:44:01,28.3,36.9
2021-03-04 21:45:01,28.2,36.8
2021-03-04 21:46:05,28.3,36.9
2021-03-04 21:47:01,28.3,36.9
2021-03-04 21:48:01,28.3,36.8
2021-03-04 21:49:01,28.3,36.8
2021-03-04 21:50:02,28.3,36.7
2021-03-04 21:51:02,28.3,36.8
2021-03-04 21:52:01,28.3,36.9
2021-03-04 21:53:01,28.4,36.8
2021-03-04 21:54:01,28.4,36.8
2021-03-04 21:55:01,28.4,36.8
2021-03-04 21:56:01,28.4,36.8
2021-03-04 21:57:02,28.4,36.8
2021-03-04 21:58:01,28.4,36.8
2021-03-04 21:59:01,28.4,36.8
2021-03-04 22:00:01,28.5,36.8
2021-03-04 22:01:01,28.5,36.7
2021-03-04 22:02:01,28.4,36.8
2021-03-04 22:03:02,28.4,36.8
2021-03-04 22:04:02,28.3,36.9
